Unit ID,Call Type,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location
600,E01,Structure Fire,04/14/2000,04/15/2000 01:49:54 AM,04/15/2000 01:58:53 AM,04/15/2000 01:59:24 AM,,,,SF,94107.0,B03,27.0,2253.0,3,3,3,False,1,ENGINE,1.0,3,6,South of Market,"(37.7785051047871, -122.405615267864)"
601,T01,Structure Fire,04/14/2000,04/15/2000 01:49:54 AM,04/15/2000 01:58:53 AM,04/15/2000 01:59:24 AM,,,,SF,94107.0,B03,27.0,2253.0,3,3,3,False,1,TRUCK,2.0,3,6,South of Market,"(37.7785051047871, -122.405615267864)"
605,E32,Structure Fire,04/14/2000,04/15/2000 02:39:54 AM,04/15/2000 02:47:03 AM,04/15/2000 02:47:20 AM,04/15/2000 02:48:52 AM,04/15/2000 02:50:01 AM,,SF,94110.0,B06,32.0,5644.0,3,3,3,True,1,ENGINE,1.0,6,9,Bernal Heights,"(37.7350581299251, -122.420223758713)"
606,E06,Structure Fire,04/14/2000,04/15/2000 02:49:54 AM,04/15/2000 02:50:43 AM,04/15/2000 02:51:02 AM,04/15/2000 02:53:01 AM,04/15/2000 02:54:49 AM,,SF,94117.0,B05,21.0,3632.0,3,3,3,False,1,ENGINE,1.0,5,5,Hayes Valley,"(37.7742331365027, -122.432492947831)"
607,T06,Structure Fire,04/14/2000,04/15/2000 02:49:54 AM,04/15/2000 02:50:43 AM,04/15/2000 02:51:02 AM,04/15/2000 02:53:32 AM,,,SF,94117.0,B05,21.0,3632.0,3,3,3,False,1,TRUCK,2.0,5,5,Hayes Valley,"(37.7742331365027, -122.432492947831)"
622,E03,Structure Fire,04/14/2000,04/15/2000 06:01:11 AM,04/15/2000 06:01:52 AM,04/15/2000 06:02:13 AM,04/15/2000 06:03:45 AM,04/15/2000 06:04:22 AM,,SF,94109.0,B04,3.0,1556.0,3,3,3,True,1,ENGINE,2.0,4,6,Tenderloin,"(37.7863607914644, -122.415616900247)"
626,E25,Structure Fire,04/14/2000,04/15/2000 07:04:13 AM,04/15/2000 07:05:04 AM,04/15/2000 07:05:49 AM,,04/15/2000 07:09:19 AM,,SF,94124.0,B10,25.0,6435.0,3,3,3,False,1,ENGINE,1.0,10,10,Bayview Hunters Point,"(37.7451009983862, -122.392182341286)"
627,E37,Structure Fire,04/14/2000,04/15/2000 07:04:13 AM,04/15/2000 07:05:04 AM,04/15/2000 07:05:49 AM,04/15/2000 07:07:28 AM,,,SF,94124.0,B10,25.0,6435.0,3,3,3,False,1,ENGINE,11.0,10,10,Bayview Hunters Point,"(37.7451009983862, -122.392182341286)"
628,T09,Structure Fire,04/14/2000,04/15/2000 07:04:13 AM,04/15/2000 07:05:04 AM,04/15/2000 07:05:49 AM,04/15/2000 07:08:04 AM,,,SF,94124.0,B10,25.0,6435.0,3,3,3,False,1,TRUCK,10.0,10,10,Bayview Hunters Point,"(37.7451009983862, -122.392182341286)"
652,E02,Structure Fire,04/15/2000,04/15/2000 09:49:54 AM,04/15/2000 09:58:09 AM,04/15/2000 09:58:32 AM,04/15/2000 09:59:07 AM,04/15/2000 10:02:40 AM,,SF,94133.0,B01,28.0,1521.0,3,3,3,False,1,ENGINE,1.0,1,3,North Beach,"(37.8070725139897, -122.417260632444)"
